text,binary_label_norm,risk_label
RT @coletterojean: I hate when I have to rate my group members because Iâll ALWAYS rate them higher than Iâd rate myself knowing damn wellâ¦,suicidal,low
We wouldn't want them to think we were doing anything immoral.,non-suicidal,low
Random thought #471729.I'm so glad I live in the time of GPS on my cell and navi in my car bc NOTHING confused me mâ¦ https://t.co/QwvphlC58Q,suicidal,low
"RT @Maddierawrk: My brother died from depression. He also frequently exercised, had supportive friends/family, was successful in school &amp; iâ¦",non-suicidal,moderate
i hate my parents so much i want to kill myself to spite them especially my dad i almost do not want to have children because i do not want my dad to become a grandfather just like how he didnt want me to have a girlfriend or friends growing up i dont think i would even goto his funeral if he died i hate you from the bottom of my heart you only had me in order to chain down my mom you hated and ignored yelled at me since i was a little boy and now i hate you forever this hatred is killing me ,suicidal,high
@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,suicidal,moderate
I was drinking and crying my night away as usual to find out my ex is fucking a girl in his bed so I tried to killâ¦ https://t.co/8YFPGq7C6k,suicidal,high
MEGA MONSTER MUNCH,non-suicidal,low
"@jhaebets Nah, AUS PC is more salesy (best left to the sales guys). We have 6 of the team going from Aus to Vegas in Oct. WWPC's my scene",non-suicidal,low
ba't ko kinakaawaan sarili ko at iniisip na yung iba naiisip din ako? damn! hate myself. It's just me. ð¤¦,suicidal,high
I want you to explain yourself to me.,non-suicidal,low
@SILVERSUN You make the milk look REALLY good in your pictures,non-suicidal,low
@yogadork our barefoot range is a great alternative when you need to wear shoes. they allow you foot move as though it were barefoot,non-suicidal,low
"@myselfmp3 Aw I'm so sorry, try not to let it get to you too much, they obviously didn't deserve you in the first pâ¦ https://t.co/F3aDF3M6U0",suicidal,low
@acummings Watching my figured this AM so no Maple frosted today. Just the delicious DD coffee!,non-suicidal,low
RT @NickdMiller: Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,suicidal,low
after failing once this is how i feel i wish that suicide was funded by the government i wish guns for suicide would be like condoms given to teens so if they are going to do it they do it right i wish euthansia was legal i wish that i wouldnt have to fear buying poison or a gun off the black market because if i get caught my life would get worse ,suicidal,high
@bensummers Isn't that sweet of them.... Altruism at it's finest....,non-suicidal,low
My workplace gets so much better when good weather strikes. http://tinyurl.com/cp7n6w,non-suicidal,low
@Turbizzle Goooooood hwo're you?,non-suicidal,low
"RT @TGGuide: TransFact: Sadly, around 78% of transgender people who were bullied at school have thought about or attempted suicide. This neâ¦",suicidal,low
Messi is not tired.,non-suicidal,low
Found st thomas'and waiting,non-suicidal,low
RT @joonswrlds: Jimin is so happy. I love him. #Jimin @BTS_twt https://t.co/e1IIA610tB,non-suicidal,low
Night all.. just enjoyed a chat on connect2mums. Check it out. http://connect2mums.ning.com/,non-suicidal,low
@codyks Chick-Fil-A = bonus.,non-suicidal,low
nearly holidays on the other hand.... camping D: D: D:,non-suicidal,low
@RLN49 Too funny!,non-suicidal,low
"http://twitpic.com/2yf0y - Me and my boyfriend, Tom, on my birthday night out",non-suicidal,low
"@candyguy53,Tillsonburg, Ontario,@amvetsupport Ok.",suicidal,low
Going to day care! Get to see hannah! This should be a good day. I hope so anyway.,non-suicidal,low
Jealousy is important for a person to move ahead in life. It keeps you on your toes and helps you realize,non-suicidal,low
@pinkfrangipani it's take me to the river from sydenee,non-suicidal,low
@espiral08 we're coming back on sunday or monday!,non-suicidal,low
"RT @shxxyellowbin: Oh my heart hurts so good. I love you babe, so bad. @ikon_shxxbi https://t.co/aH5aObf60j",non-suicidal,low
@PeoplemapsJulie I am looking for the berocca then all will be well,non-suicidal,low
@DarynKagan good afternoon from my part of world - Abu Dhabi (+4.00 GMT),non-suicidal,low
"@Joydaily www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",non-suicidal,low
now time for mouse to mouse pad for a long long night ahead! this is how you know you love it!,non-suicidal,low
everything is okay but nothing feels okay i ve always been a bit unhappy as a kid too i think although i can t remember much of my childhood i dont want to kill myself but sometimes that thought just comes creeping and it scares me a little a few weeks ago a problem came up it was a financial problem quite fixable but i just couldn t handle it i tied myself a noose and everything i was gonna do it i was all alone in the house with my dog so there was really no one that would be able to stop me i didnt do anything but i felt like i could have done it completely on impulse over a fixable problem leaving behind everything i love and my hopeful future i feel it now too creeping up on me everything should be fine but i cant help the feeling that i should just do it like everything would be easier for everyone if they would just realize how little they need me ,suicidal,high
@Abipips So true- nothing induces madness like trying to figure out why ppl do what they do Hope today with yr little one is wonderful x,non-suicidal,low
"interesting to note how twitter is like branding..the more you tweet, the more people follow - thanks for the follow Alister, Mark, Greg",non-suicidal,low
RT @Yaanayanaa: Iâm tired of living like thisð,suicidal,moderate
I think she was merely directing the comment at you because she thought you might want to know.,non-suicidal,low
God damn vending machines are so depressing -standing at them waiting for your sad little snack like some Pavlovian bitch! Happy Tuesday!,non-suicidal,moderate
@lilyroseallen i love your shh tattoo - did it hurt? i think i'm gonna get it,non-suicidal,low
Damn really hate myself rn,suicidal,moderate
@wookim and the consensus was... ?,non-suicidal,low
"@vkwheels i love the fact, that i said it like Chandler in my head as i read it. and then kept reading n saw u say, &quot;just like Chandler&quot;",non-suicidal,low
"Right, laters everyone I am off for my next Bowen treatment, will be gone a few hours, have a good morning",non-suicidal,low
Where are the easter eggs,non-suicidal,low
@philthatremains totally jst started blasting ATR at 10am dude. My mom is gonna kill me. BUT WHO CARES!,non-suicidal,low
Cool http://www.onlinemarktplatz.de/14177/twitter-fieber-bei-ebay/ ;_),non-suicidal,low
How to cut a wrist. The end of blood.,suicidal,high
IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY,suicidal,high
my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about 20 pills a day has gotten me to a point where i can function day to day i dont know how i feel right now all i know though is i want it to stop ,suicidal,high
"@_zannahthatsme,Kota Kinabalu & Johor Bahru,RT @Tendrx: honestly, the pain, i dont want to be here anymore.",suicidal,high
@Sam_Johnson I'm with ya there,non-suicidal,low
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/6xpv0nBVua,suicidal,low
"RT @NICKBOYNTON24: ""I donât want to die. But, you know, nothing is for certain. And Iâm tired of keeping quiet."" @PlayersTribune @CarBombBoâ¦",suicidal,high
its crazy cause i shut myself out on two ppl i been down w. soo long ð¯ and ik i love them to death and i would probâ¦,suicidal,moderate
"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",non-suicidal,low
had a wonderful day today,non-suicidal,low
"@laurenbullo_k,Manchester, England,RT @jaemverse: i just dont want to be here anymore",suicidal,high
"RT @bakugousblackgf: nishinoya, small and ready to die: eat my ass spirits",suicidal,low
@sixers got the best team in the east. @warriors vs @sixers in the chip.,non-suicidal,low
thanks #Aylesbury #Audi for very quick service in fitting shiny new number plates,non-suicidal,low
"After looking at the American suicide statistics, I was shocked to see that white men in their 40s-50s lead. Rightâ¦ https://t.co/ZLYTWuxVbQ",suicidal,low
"@sotodance photoboth is black&amp;white. and wayyy old. we call him Herbert lol. I love him, he's like a living legend. gotta love Berlin &lt;3",non-suicidal,low
i am going to kill myself tonight i am a lesbian grad student at a conservative big name school in america my life up until now has been shit i am lonely girls only want to use me for sex i dont feel loved by friends ive been struggling to find a dissertation lab i invented something for a professor in undergrad but now shes stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feeling valued,suicidal,crisis
@MatthewTurnbull is that me? tony price is on here too as is fab,non-suicidal,low
@earsn my baby is tired now.,non-suicidal,low
i just want to sleep so much has gone wrong in these 20 years and its still getting worse i can not change most of what is going on around me but it will invariably affect me i dont want to give it the chance so if i go and sleep and dont wake up i wont have to deal with it,suicidal,high
RT @elsierosehewitt: how much anger must u be carrying to treat a stranger -whoâs life/struggles/battles you know nothing about- so poorly?â¦,suicidal,low
Ooh. SnowboardLite is such a fun app.,non-suicidal,low
@breatheheavycom jooooordan happy birthdaaaay enjoy the day and party a loot !,non-suicidal,low
Is chilling wit my boy,non-suicidal,low
"@zephrode @julouille3 Comme je le dis si bien ""let me hate myself god fucking damn it""",suicidal,high
Does anyone know where I can buy piano sheet music for the Script? Because I'm reluctant to order it online if I can buy it in Dublin,non-suicidal,low
i want to kill her.,non-suicidal,low
Asking everyone to send out happy 'head-first' vibes to @cosmicgirlie,non-suicidal,low
i cannot wait for my mum to fucking die all i wait is for her to die then i am going to lie under the train that very day and foolow suiti cannot wait i would kill her to be able to kill myself sooner but we are two in a very intimate relationship in short i can not kill her guns are forbiden in my country i have got only a knife or a brick to do it and so i cant do it it s very bloody and slow method cannot do anything my tonsils stink i hate human stench in all forms except dashas shits i hate my body hate arteries these nose and lips and saliva and eyes and all i hate human body except dashas one i want to fuck and to be with my dasha ,suicidal,crisis
"@jasonjdenis Good morning, Jason !!! Hope you're enjoying tweeting, my twitter friend !",non-suicidal,low
He was tired.,non-suicidal,low
me as a future therapist: damn :/ it be like that sometimes,suicidal,low
Wheat Thins and Diet Dr. Pepper = breakfast of champions...or people who wake-up late and grab the first thing they can find...,non-suicidal,low
"time to turn off and go to sleep i think, its been a big day! Goodnight all",non-suicidal,low
@annaarco I gained weight I'm one of those people everybody hates who can loose weight on a cake-and-cookies diet.,non-suicidal,low
in the photoshop,non-suicidal,low
I'm so tired of living pay check to pay check. If any scammer wanna DM please do ðð,suicidal,moderate
every day just brings me closer to death i am 21 years old working student i want to kill myself life is unbearable i have no skills not talents and i am absolutely boring person so i spend most of my free time alone i really want to find a girlfriend but i see no way how could i find one when i am useless like this i used to go away from sadness by listening to music but these days i am bored of music and just want to go to sleep and never wake up ,suicidal,high
@chrisgarrett I'm up for it! can't wait to here more details,non-suicidal,low
Became as hot as the persistent days resting heavily on tired flowers,suicidal,low
"@JulieJoyce Sounds pretty fine to me and very pleased to hear that creepy is your cup of tea, too!",non-suicidal,low
I like the sound of my new job title. Inventory manager.,non-suicidal,low
"@Oomongoomong,,This is for u, the person who feels like they have no one, the person who doesnt see why they should be here anymore",suicidal,moderate
"RT @MilradJalen: @raesanni I agree itâs awful and makes no sense. Regardless of his last mistakes, he didnât deserve to die and mocking himâ¦",suicidal,low
RT @MrEdTrain: #NeverForget who keeps you &amp; your family safe &amp; free ðºð¸ @USMC @USARMY @USNAVY @USAF @USCG https://t.co/z21HWgPaYn,non-suicidal,low
"IVE LOST A LOT OF INTEREST IN NASCAR AND DONT THINK I WILL TWEET FROM HERE MUCH ANYMORE. IF YOU STILL WANT TO BE FRIENDS OR SOMETHING, YOU CAN FOLLOW MY LESS POPULAR TWITTER PAGE: @gutcheez. WE CAN BE FRIENDS THERE.",suicidal,low
@tcouto Cool stuff!,non-suicidal,low
a blunt and honest girl who just wants to take care of her family and a passionate boy perusing his dreams of beingâ¦ https://t.co/WF7QzChBHB,non-suicidal,low
@vamp_queen of course!,non-suicidal,low
This was a relationship she might want to pursue if he wasn't involved in something illegal.,non-suicidal,low
I am so sick and tired of living. https://t.co/w8r1DtTjBi,suicidal,high
RT @DrA_001: Buying your girl weaves is love language on its own ð¯,non-suicidal,low
"@seerysm i'm always cheerful when it's sunny at ATL, means I'll get the heck away on time",non-suicidal,low
RT @peopleschoice: Congratulations @bts_bighit for winning The E! People's Choice Award for #TheGroup of 2018! #PCAs https://t.co/WVyVxZYIMP,non-suicidal,low
Damn my FBI agent must hate me. I saw this as soon as i asked myself âwhy are you always tired?â.. https://t.co/vTORJSqCx3,suicidal,low
@shotdown i like the picture,non-suicidal,low
@poindexterity Ooh! I've never been to the Alameda flea market. Must check it out. Thank you,non-suicidal,low
@sophistifunk aye,non-suicidal,low
Is glad she got changed 3 times this morning xD its lovely &amp; sunny,non-suicidal,low
RT @mpparimal: Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,non-suicidal,low
"@btchtits,Leven, Scotland,dont want to be here anymore",suicidal,high
@itsanimesh I got an Openmoko FreeRunner and now and Android G1 as well!! yAy!,non-suicidal,low
@markgeollli Pls donât bring this image to my mind Iâm not ready to die,suicidal,high
"Wow! Just back from my longest ever non stop run, 14 miles. Now I truly know what sore legs feel like! delighted tho",non-suicidal,low
survive but tired like shit whatâs the point of living,suicidal,high
"@Overspill Well, can you link me to it anyway???",non-suicidal,low
Mbappe is not tired.,non-suicidal,low
@TheFemGeek Interesting that I was just asking myself that same question!,non-suicidal,low
Realizing that I will not get a surprise certified letter stating that I am the sole heir of a wealthy family's inhâ¦ https://t.co/5DzyWg70Tu,non-suicidal,low
RT @HelmanDC: I know you think you're sad that the Cowboys don't play today. But any day your team can't lose is an occasion worth celebrate,non-suicidal,low
"@youractionlink,Utah,Want to take that perfect selfie? Hereâs what you should be looking for in your phone camera!",suicidal,low
basil and hafiz are having a very nice gay moment in the studio,non-suicidal,low
RT @BKSportsTalk: Glass half full/glass half empty: This #Mizzou team is legitimately pretty good. If you go by Sports Referenceâs âsimpleâ¦,non-suicidal,low
Morninggggg how am i just up now when my alarm went off two hours a go...,non-suicidal,low
I woke up feeling great.,non-suicidal,low
@lakezuriche I Hope I Fucken Change Cause Damn Do I Hate Myself!!!!!!!!,suicidal,high
i just rlly cant wait for all old white ppl to fuckijg die out !!!! im so tired of gen x &amp; y and baby boomers literâ¦ https://t.co/ucZdBw2WHv,suicidal,low
@tmotsenbocker @TheAcademic @judahandthelion Take it all back was so fun https://t.co/iewkzKosB8,non-suicidal,low
@kanter And waiting for sunrise in spring with an amazing colors,non-suicidal,low
"@phatelara debbs, PW is up on MSE! Congrats!",non-suicidal,low
"@adoredesalon WHAT? You so need to put that on the site. You know, cause us bloggers LOVE free wifi!! Awesome.",non-suicidal,low
i want to be a painter,non-suicidal,low
"@hellomonette,buk - cdo,i dont want to be here anymore",suicidal,high
is getting ready to take Munchlet to the vet. Then doing absolutely nothing but relaxing! Next two days off.,non-suicidal,low
My baby is tired.,non-suicidal,low
"ahhh!!! The Shoe throwing Tradition.. After Pakistan and Iraq, Now in India http://bit.ly/s6lea",non-suicidal,low
Long. Live. Life,non-suicidal,low
"i have such a nasty habit of comparing myself to other girls, damn, i hate myself :-(",suicidal,moderate
i sexually harassed my crush i feel like there is no place for me in the world for a long time now about half a year i have been touching my crush who is not interested in me without consent i work alongside him and we are both part of a very tight group of friends so he has to see me every day and every single time i try to touch him stare at him and sometimes even take pictures of him only recently i have realized the implications of what i have done and that i am hurting him i feel like i betrayed him and myself for doing something that is completely against all my values i want to change and i know i can but i amafraid i will lose the will to live if i cant get myself to stop touching him ,suicidal,high
Tired of living day by day like everythingâs alright,suicidal,moderate
is home from the gym and is going to sit on her butt all day,non-suicidal,low
Today's goal: complete everything on my to do list! (or nap all day lol),non-suicidal,low
I'm not really feeling the whole 'going to class and being productive' thing today....hooky?!,non-suicidal,low
"photoboth is black and white. and wayyyyy old. we call him Herbert lol. I love him, he's like a living legend. gotta love Berlin &lt;3",non-suicidal,low
"@katpaps Well, I must say, your comments have even got me thinking his hair looks rather sexy, so I doubt she has much chance to resist",non-suicidal,low
@stbalkcom do u know ur joe is on here now?,non-suicidal,low
DCU SU elections today,non-suicidal,low
good morning all,non-suicidal,low
RT @reckless: I am so jealous of this insane @TaylorLorenz story I want to die https://t.co/6RNqtfKlH5,suicidal,moderate
me: *sees a car crash* i wonder how they crashed,suicidal,low
@Vintage_Twit Thanks for the offer!,non-suicidal,low
"guess who will die today? thatâs me!! Iâm too tired of everything rn and Iâm too hurt,,",suicidal,high
In tired of everything. Cant wait to die.,suicidal,high
@micheal25 Have a great day back at ya,non-suicidal,low
arreeyy.. mad - o - wat..i'm wit u.. coz maine bhi.. intro hi start kiya,non-suicidal,low
@thirdsectorlab Greetings.,non-suicidal,low
@callumfloyd Welcome to the jungle!,non-suicidal,low
@Ryankingry You or the picture?! Cus damn both be looking so good! ðð¤©,suicidal,low
"@EmisonNaomily but still,i highkey want him to be dead. He f killed peach and beck ugh.Candice is back so imma justâ¦ https://t.co/5pBYOKbtRc",suicidal,low
@gfrdtagon also again i hate making a comeback to rp bcs i caused many bad things that shudnt have happened:(:( bubâ¦ https://t.co/eqirspU9fo,suicidal,moderate
@mileycyrus you're up early.... or out late haha,non-suicidal,low
aahhh i need sleep but cloverfield at 3am was worth it!,non-suicidal,low
says just watched Mall Cop. http://plurk.com/p/n0s0q,non-suicidal,low
"@NanaRaine i imagine it would be, not exactly close",non-suicidal,low
"Whenever I have dreams of my mom lately, itâs as if sheâs still alive and that she never went away ð³ but then againâ¦ https://t.co/fgV1SvUvkO",suicidal,moderate
GOD! CAN U HERME IM TIRED PLEASE KILL ME I WANT DIE,suicidal,crisis
I will have a stan chart card not because i want it but because its the only way for me to access money that i have earned,non-suicidal,low
I've truly never been happier with my life :))) I'm rid of all the toxic people who brought me down :))) and thoseâ¦ https://t.co/g8KBt7lbtw,suicidal,low
"oh shit!! this could get out of hand and theres no dancing at my place!! no hoe down, no shindig! nada",non-suicidal,low
you guys are mean I would never wake up my friends,suicidal,low
RT @BijinChihiro: 11æ11æ¥ ð¹#BLACKCOVE ðð¬#Family of 80 #dolphins decimated-7 died from stress-48 captured #freedom forever lost-Defenseless #â¦,suicidal,low
Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online.,non-suicidal,low
RT @VibeFeeIings: Your hardest times often lead to the greatest moments of your life. Keep the faith. It will all be worth in the end.,non-suicidal,low
"Man I want Sancho to succeed here so badly. He’s a superstar, just needs to believe it again",non-suicidal,low
i want her,non-suicidal,low
i want him,non-suicidal,low
"Coming home stoked bears this afternoon with mikeyj, Alton towers tomorrow.",non-suicidal,low
Happy birthday @paul_lander!,non-suicidal,low
how many times do i have to be in this position for my fucking mother to realise that if i stay here iâll either kiâ¦ https://t.co/lBQ8hoeHC2,suicidal,high
Damn I forgot that Spyro has a midnight release and I literally drove past GameStop I hate myself,suicidal,low
"RT @mjs03093641: TWEETS  are the real life,  awkward conversation starters between strangers.",suicidal,low
All I want is the truth.,non-suicidal,low
Watching This Morning and deciding what to do with myself today. Think I'll keep searching for that elusive job!,non-suicidal,low
@carolw Misery loves company,non-suicidal,moderate
"said he has a job but has time for this shit, cant wait to see him next time i go on a maccas run!",suicidal,low
"Everything your lover does for you is for her survival, everything your mother does for you is for your survival.",non-suicidal,low
"200 words over with still more to write, lame. burritos for tea",non-suicidal,low
i am looking for someone to talk to all i want to do is die ,suicidal,high
"Having someone want your love, your passion, your heart and your soul... To return it all in kind measure... This is the greatest gift of all.",non-suicidal,low
@limrobmichael Wala akong specific problem actually. Iâm just so drained and tired of everything i just wanna die hahahaha,suicidal,high
is going to get some cereallllllll will be living off Lucky Charms next week! WOOPWOOP!,non-suicidal,low
I think it may be time for some really dirty songs from Nickelback lol,non-suicidal,low
@AMyburgh No problem.,non-suicidal,low
"@DuaneJackson tr.im are doing it with Nambu, bit.ly are doing it with Tweetdeck",non-suicidal,low
thanks for the photo @basibanget,non-suicidal,low
Good Day Tweeps! Have a great day,non-suicidal,low
@suitelifeofkell and then i stole that shirt. and sold it on ebay,non-suicidal,low
,suicidal,low
"All right so that's 200 for slytherin, 590 for hufflepuff and 520 for ravenclaw. Sadly I'll have to cut these sprinâ¦ https://t.co/jjn5aEzAtu",suicidal,low
love the way skype fades music back in when a call ends... i'm so easily impressed,non-suicidal,low
HootSuite monetizing Twitter - shurely shum mishtake? http://ow.ly/2g0Y,non-suicidal,low
"Ever feel like everyone's better off without you, because me fucking too. https://t.co/TcS3ZzrZoj",suicidal,high
i cant live in this world ok its too much its too bad and too evil and i cant handle it anymore theres so much more evil in the world than good almost everyone is just apathetic about all the suffering in the world or people actively contribute to it people harass hate and kill each other for no reason people get killed by natural disasters and most people dont give a shit at all they just think whatever better them than me and move on with their lives ,suicidal,moderate
want to kill her.,non-suicidal,low
@domselinakyle that sounds so terrible that's how i was when my dad still lived w me but i hope it gets better forâ¦ https://t.co/oAh2tUnbXt,suicidal,moderate
I want to be a doctor.,non-suicidal,low
"is proud that Wilmington, DE has decreased the number of homicides compared to this time last year by 62%. Absolutely commendable!",non-suicidal,low
Getting blown out by the worst team in the league while they wearing these is whatâs gonna be in my suicide note https://t.co/pFrF1Iol4a,suicidal,high
RT @anjellycaa_: Iâm at the point of the semester where Iâm so tired of everything. I just want to roll over and die.,suicidal,high
aj really not wwe champ anymore... I want to die,suicidal,high
"@JonathanRKnight Aww that's really sweet of you, I hope you will come back to the UK, would be great to see you again xxx",non-suicidal,low
awesome song by Press play on tape: http://www.youtube.com/watch?v=hLWw1OpDrpI geekyness at it's best,non-suicidal,low
RT @ZachStafford: I used to check the Forbes 30 Under 30 list every year to see if I could find a husband on it.,suicidal,low
My life is way too good for me to feel so angry and miserable all the time,suicidal,moderate
Mmm mummy's culinary skills has been improving. Smells so good! i'm loving home cooked food!,non-suicidal,low
"@wizbiff i need a different job, if he is gonna chat all night. he's cute so i'll get over it",non-suicidal,low
school is the worst i get so nervous and worked up about it that i throw up or pass out i will force myself to pass out by hyperventilating just to get a break from it all i dont know what to do and i am starting to get suicidal thoughts my mom only shames me for procrastinating too much or poor me shit please help,suicidal,high
RT @virendersehwag: Congratulations India on beating Pakistan 3-1 in #AsiaCup2017 #INDvPAK . Thank you for the advance diwali gift @TheHock,non-suicidal,low
my 13 year old daughter overdosed on about 6 grams of wellbutrin and 1500mg of zoloft i am trying so hard to make this right she was airlifted to children s hospital and now she s laying in her hospital bed unresponsive and her muscles are jerking this has been the scariest day of my life that child is my entire world she s all i have i have out my heart and soul into raising her i never want to lose this little girl but here i am she s about to be 14 she s a little on the eccentric side but she has a heart of gold she s never met a stranger but ever since 8th grade has started she has been getting bullied and the teachers don t really do anything about it this was her way of coping i went to wake her for school this morning and found her covered in vomit and she had been hallucinating and having seizures for hours probably what if i hadn t found her why does she feel like this is the only way i want to make all the bad go away how do i do this how do i help her cope i didn t know who to turn to,suicidal,crisis
I do not want all this.,non-suicidal,moderate
"@rolyatoj just some teething problems, my new house &amp; I will be friends",non-suicidal,low
RT @ruinpeach: everyoneâs fighting about this but will is dead and wessaâs kids are dead and jemâs going to die one day along with jessaâsâ¦,suicidal,moderate
@christinamendez: My list is short; so does that mean the my God is huge too? LoL,non-suicidal,low
"sitting in the sun, baking in 30 degrees - wonderful",non-suicidal,low
@GIFTUSEEME ::::thAs goOd...i ThInk i MigHt Go HaVe fuN too,non-suicidal,low
i dont feel right i used to have goals and things that i looked forward to but every day that passes i feel worse and worse and i just want it to end already,suicidal,high
@wimcoekaerts Shouldn't that be life in the 'car pool lane' my friend ?,non-suicidal,low
Goooooood morning Twitter-World!,non-suicidal,low
RT @breathiingo: i wanna die. i donât deserve a piece of anything. i donât belong anywhere. iâm sick and tired of everything. the same peopâ¦,suicidal,high
forgot she had a twitter &amp; is pleased to know more people have joined.,non-suicidal,low
hahaha how is everyone?,non-suicidal,low
ALWAYS FUCKING STRESSING AND ITS NOT GOOD. DAY BY DAY I JUST FEEL LIKE IM GOING TO FUCKING LOSE IT AND DO IT. YOU WOULDNT CARE THO BECAUSE IM WORTHLESS TO YOU,suicidal,high
"@garry1bowie No, just one shortly before the soap awards judging starts....",non-suicidal,low
@declanshalvey yea you're right it's shite,non-suicidal,low
RT @poemsandthongs: the kinda bad bitch that's ready to die anyday now,suicidal,high
y do i overthink everything in my life and then make myself believe these things. i just end up disappointed or stressed ugh,suicidal,moderate
@ShannonRenee,non-suicidal,low
work slave i really feel like my only purpose in life is to make a higher man money parents forcing me through college and i have too much on my plate i owe a lot of money i know this is the easy way out but i am really tired all of these issues are on top of dealing with tensions in america as well i want to rest,suicidal,high
@jordandossett tell me about it! we're going to try that PureSleep mouth piece on TV - will let you know if/how it works,non-suicidal,low
Tired of merely existing. Want to get to living.,suicidal,moderate
@BMkerchief I love each time up post an update. Ur profile picture is an amazing site let me tell u!,non-suicidal,low
"@MaranePlaza: Glad you enjoyed your first day, frend",non-suicidal,low
"I took a Twitter break, now I'm back",non-suicidal,low
RT @BabitaBandhu: @MLekhiOffice World got the right path celebrating 'Matri pitri pujan diwas' started by #Bapuji. #ServiceForHumanity,non-suicidal,low
Thanks @unltdworld and @danlehner for the Enternships.com plugs,non-suicidal,low
I'm so fucking tired of depression. I woke up feeling productive today now I don't want to do anything I feel shitâ¦ https://t.co/hdyYYzOq6X,suicidal,moderate
"trying out Spaz for Twitter posts. love my DestroyTwitter, but it's easier to read Spaz!",non-suicidal,low
I hate myself more than anything in the world,suicidal,high
TweetDeck Icons Annoyng your Desktop? CHANGE http://tinyurl.com/dca4r7 (From Devianart http://tinyurl.com/djg77b ),non-suicidal,low
Going to the toilet cause I have to take a leak for over an hour now.,non-suicidal,low
@SecBarbie *I* even figured out that Turkey is pretty close to Iraq.,non-suicidal,low
RT @revolwoc: @sh_tbritttsays *que screamo voice* SO CUT MY WRIST AND BLACK MY EYES,suicidal,high
thinks she found a good group to help her refocus,non-suicidal,low
i dont have long left this past month has been the worst 3 weeks ago i went on date with a guy and went to his place afterwards and he tried to force me to go farther than i wanted to go ive been afraid to even hang out with a guy since the next day i was fired from my job i spent the whole rest of that week alone filling out job app which didnt help with my depression the next week i started having some issues went to get tested and found i had gotten gonorrhea from the guy that tried to force me i went to dinner at a friends house and my car ended up getting towed so i owe my mom 150 for that i almost attempted suicide that day last week and i started work last week but will only be getting a partial paycheck because of when i started and i amcurrently 75 for my bank account and behind on my bills so i dont know how much this check is gonna help i just dont have any fight left in me anymore,suicidal,high
i am 16 and hate myself so much i have very little friends an introvert never had a girlfriend been bullied a lot and rejected a lot please help me i want to kill myself it would make all this go away i dont deserve to be on this earth since i write notes on paper of how worthless and stupid i am i want to become someone in the it field but i am too stupid to get in there anyways and jobs nowadays need social people and i am not one of them ive never had a girlfriend before and i want to have one because being a virgin is a bad thing and i could never live with that feeling if i dont have any friends or a girlfriend wheni am an adult i plan on committing suicide can you please help me thanks for reading,suicidal,crisis
loving the credit crunch,non-suicidal,low
"@Wiggly I do I thank them for example when their code doesn't have many bugs, or when they make it easy for me to automate.",non-suicidal,low
"@caringcorbyn,im not okay lol ,i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally cant i want everything to be over. i cant breathe right because of how much im crying i cant do this anymore.",suicidal,crisis
Need to fucking move out already tired of being told what to when to do it and most of all not having a fucking rooâ¦ https://t.co/5ViKK3uu20,suicidal,moderate
But God does not only want us to be HAPPY; He wants us to be good.,non-suicidal,low
"late night gaming with the guys. fun times. [yesterday was a giddy day, too] &lt;3",non-suicidal,low
New iPhone is completely updated Sun shining in Derry - tis a pretty day,non-suicidal,low
Eating kebab in the sun. Sounds like a bad song title. Ha! That one too,non-suicidal,low
Damn I fucken hate shopping bc then I feel sooooo broke. Like I canât even enjoy myself anymore,suicidal,low
@WarcraftDevs  can u do something about demo holy fucking SHIT its been months without ANYTHING done do u not realiâ¦ https://t.co/g4m6reGxUg,suicidal,low
"@Marcel_Perform Gimme that $1m, we'll take a tour to the UK, and I'll show you all the people you need",non-suicidal,low
Havenât watched WWE since Extreme Rules. I will now begin last nightâs Monday Night Raw. This is my suicide note.,suicidal,high
"@BookThingo I want to read P. D. James's THE CHILDREN OF MEN, though - interesting premise. Yay for futuristics!",non-suicidal,low
"Just watched Chuck, going out with Mel soon",non-suicidal,low
"checking out virtual box, looks quite nice",non-suicidal,low
http://twitpic.com/2y9iv - When Chelsea brings me chocolate and diet coke I'm happy again,non-suicidal,low
@vanessawhite Haha Get all your Stress out x,non-suicidal,low
